State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Longview,Respiratory therapists,100,20.83,43340,2006
TX,Longview,Speech-language pathologists,70,23.34,48560,2006
TX,Longview,Medical and clinical laboratory technologists,100,20.73,43110,2006
TX,Longview,Medical and clinical laboratory technicians,60,14.19,29510,2006
TX,Longview,Dental hygienists,130,25.34,52720,2006
TX,Longview,Cardiovascular technologists and technicians,**,22.33,46440,2006
TX,Longview,Diagnostic medical sonographers,**,29.37,61090,2006
TX,Longview,Radiologic technologists and technicians,170,18.79,39080,2006
TX,Longview,Emergency medical technicians and paramedics,90,13.6,28280,2006
TX,Longview,Pharmacy technicians,270,12.54,26080,2006
TX,Longview,Surgical technologists,50,14.34,29840,2006
TX,Longview,Licensed practical and licensed vocational nurses,1260,16.39,34100,2006
TX,Longview,Medical records and health information technicians,120,13.4,27870,2006
TX,Longview,Occupational health and safety specialists,**,18.06,37560,2006
TX,Longview,Healthcare support occupations,2450,9.4,19560,2006
TX,Longview,Home health aides,530,7.86,16350,2006
TX,Longview,"Nursing aides, orderlies, and attendants",1250,8.73,18160,2006
TX,Longview,Physical therapist assistants,40,19.83,41240,2006
TX,Longview,Physical therapist aides,30,9.86,20500,2006
TX,Longview,Dental assistants,200,14.08,29290,2006
TX,Longview,Medical assistants,170,10.88,22620,2006
TX,Longview,Medical transcriptionists,50,12.14,25240,2006
TX,Longview,Pharmacy aides,40,7.77,16160,2006
TX,Longview,Veterinary assistants and laboratory animal caretakers,60,7.78,16180,2006
TX,Longview,"Healthcare support workers, all other",60,9.57,19920,2006
TX,Longview,Protective service occupations,1970,13.92,28960,2006
TX,Longview,Correctional officers and jailers,790,*,*,2006
TX,Longview,Detectives and criminal investigators,80,19.64,40850,2006
TX,Longview,Police and sheriff's patrol officers,440,17.13,35630,2006
TX,Longview,Private detectives and investigators,**,24.04,50000,2006
TX,Longview,Security guards,270,8.97,18660,2006
TX,Longview,Food preparation and serving related occupations,7240,7.39,15370,2006
TX,Longview,Chefs and head cooks,30,13.41,27890,2006
TX,Longview,First-line supervisors/managers of food preparation and serving workers,760,11.22,23340,2006
TX,Longview,"Cooks, fast food",550,7.16,14900,2006
TX,Longview,"Cooks, institution and cafeteria",240,7.97,16580,2006
TX,Longview,"Cooks, restaurant",260,8.23,17120,2006
TX,Longview,"Cooks, short order",**,8.1,16850,2006
TX,Longview,Food preparation workers,430,7.21,14990,2006
TX,Longview,Bartenders,170,7.08,14720,2006
TX,Longview,"Combined food preparation and serving workers, including fast food",2640,6.69,13910,2006
TX,Longview,"Counter attendants, cafeteria, food concession, and coffee shop",**,6.98,14530,2006
TX,Longview,Waiters and waitresses,970,6.61,13740,2006
TX,Longview,Dining room and cafeteria attendants and bartender helpers,160,6.59,13700,2006
TX,Longview,Dishwashers,**,6.63,13800,2006
TX,Longview,"Hosts and hostesses, restaurant, lounge, and coffee shop",170,6.72,13980,2006
TX,Longview,Building and grounds cleaning and maintenance occupations,2350,8.97,18650,2006
TX,Longview,First-line supervisors/managers of housekeeping and janitorial workers,100,13.47,28020,2006
TX,Longview,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",80,14.38,29910,2006
TX,Longview,"Janitors and cleaners, except maids and housekeeping cleaners",990,8.74,18170,2006
TX,Longview,Maids and housekeeping cleaners,610,6.95,14450,2006
TX,Longview,Pest control workers,40,13.08,27210,2006
TX,Longview,Landscaping and groundskeeping workers,380,9.4,19550,2006
TX,Longview,"Grounds maintenance workers, all other",**,9.88,20550,2006
TX,Longview,Personal care and service occupations,1960,7.64,15890,2006
TX,Longview,First-line supervisors/managers of personal service workers,40,12.97,26990,2006
TX,Longview,Nonfarm animal caretakers,90,8.77,18240,2006
TX,Longview,"Entertainment attendants and related workers, all other",70,11.86,24670,2006
TX,Longview,"Hairdressers, hairstylists, and cosmetologists",210,7.22,15020,2006
TX,Longview,Child care workers,200,7.39,15370,2006
TX,Longview,Fitness trainers and aerobics instructors,50,12.28,25540,2006
TX,Longview,Recreation workers,50,8.95,18620,2006
TX,Longview,Residential advisors,100,8.26,17190,2006
TX,Longview,Sales and related occupations,9460,13.67,28430,2006
TX,Longview,First-line supervisors/managers of retail sales workers,910,17.61,36630,2006
TX,Longview,First-line supervisors/managers of non-retail sales workers,130,27.87,57980,2006
TX,Longview,Cashiers,2500,8.68,18050,2006
TX,Longview,Counter and rental clerks,530,8.86,18420,2006
TX,Longview,Parts salespersons,400,12.51,26020,2006
TX,Longview,Retail salespersons,3150,11.24,23370,2006
TX,Longview,Advertising sales agents,40,17.98,37390,2006
TX,Longview,Insurance sales agents,40,*,*,2006
TX,Longview,"Securities, commodities, and financial services sales agents",40,53.64,111580,2006
TX,Longview,"Sales representatives, services, all other",180,22.76,47350,2006
TX,Longview,"Sales representatives, wholesale and manufacturing, technical and scientific products",120,27.01,56180,2006
TX,Longview,"Sales representatives, wholesale and manufacturing, except technical and scientific products",1120,23.32,48500,2006
TX,Longview,Demonstrators and product promoters,**,14.11,29340,2006
TX,Longview,Real estate sales agents,50,*,*,2006
TX,Longview,"Sales and related workers, all other",80,11.29,23470,2006
TX,Longview,Office and administrative support occupations,14640,11.88,24710,2006
TX,Longview,First-line supervisors/managers of office and administrative support workers,830,20.09,41790,2006
TX,Longview,"Switchboard operators, including answering service",250,7.99,16620,2006
TX,Longview,Bill and account collectors,200,11.74,24410,2006
TX,Longview,Billing and posting clerks and machine operators,330,11,22890,2006
TX,Longview,"Bookkeeping, accounting, and auditing clerks",1310,12.64,26280,2006
TX,Longview,Payroll and timekeeping clerks,110,13.13,27320,2006
TX,Longview,Procurement clerks,50,12.83,26690,2006
TX,Longview,Tellers,400,9.69,20150,2006
TX,Longview,"Eligibility interviewers, government programs",40,12.98,27000,2006
TX,Longview,File clerks,140,7.26,15100,2006
TX,Longview,"Hotel, motel, and resort desk clerks",180,7.25,15070,2006
TX,Longview,"Interviewers, except eligibility and loan",190,13.17,27390,2006
TX,Longview,"Library assistants, clerical",60,8.48,17640,2006
TX,Longview,Loan interviewers and clerks,80,13.43,27930,2006
TX,Longview,New accounts clerks,80,10.97,22810,2006
TX,Longview,Order clerks,140,11.47,23850,2006
TX,Longview,"Human resources assistants, except payroll and timekeeping",90,13.71,28510,2006
TX,Longview,Receptionists and information clerks,900,9.51,19770,2006
TX,Longview,All other information and record clerks,110,14.38,29910,2006
TX,Longview,Couriers and messengers,80,8.19,17020,2006
TX,Longview,"Police, fire, and ambulance dispatchers",70,13.03,27090,2006
TX,Longview,"Dispatchers, except police, fire, and ambulance",160,16.88,35120,2006
TX,Longview,Postal service clerks,60,20.74,43150,2006
TX,Longview,Postal service mail carriers,240,20.86,43380,2006
TX,Longview,"Production, planning, and expediting clerks",160,17.47,36340,2006
TX,Longview,"Shipping, receiving, and traffic clerks",410,11.81,24560,2006
TX,Longview,Stock clerks and order fillers,1020,11.18,23240,2006
TX,Longview,Executive secretaries and administrative assistants,890,15.63,32520,2006
TX,Longview,Legal secretaries,190,11.25,23400,2006
TX,Longview,Medical secretaries,40,12.7,26410,2006
TX,Longview,"Secretaries, except legal, medical, and executive",1850,10.87,22600,2006
TX,Longview,Computer operators,50,12.97,26970,2006
TX,Longview,Data entry keyers,110,9.98,20750,2006
TX,Longview,"Office clerks, general",1750,9.23,19200,2006
TX,Longview,"Office machine operators, except computer",40,10.97,22810,2006
TX,Longview,"Farming, fishing, and forestry occupations",70,14.49,30130,2006
TX,Longview,Construction and extraction occupations,6480,15.04,31280,2006
TX,Longview,First-line supervisors/managers of construction trades and extraction workers,510,20.94,43550,2006
TX,Longview,Brickmasons and blockmasons,110,21.3,44300,2006
TX,Longview,Carpenters,**,13.19,27440,2006
TX,Longview,Cement masons and concrete finishers,120,11.53,23980,2006
TX,Longview,Construction laborers,1140,10.11,21030,2006
TX,Longview,"Paving, surfacing, and tamping equipment operators",110,23.44,48750,2006
TX,Longview,Operating engineers and other construction equipment operators,470,13.68,28460,2006
TX,Longview,Electricians,280,16.42,34160,2006
TX,Longview,"Insulation workers, mechanical",160,13.35,27780,2006
TX,Longview,"Painters, construction and maintenance",180,14.84,30870,2006
TX,Longview,Pipelayers,90,21.92,45580,2006
TX,Longview,"Plumbers, pipefitters, and steamfitters",220,15.06,31330,2006
TX,Longview,Roofers,80,12.61,26230,2006
TX,Longview,Sheet metal workers,190,15.53,32310,2006
TX,Longview,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",50,11.1,23100,2006
