State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Amarillo,"Cooks, Restaurant",870,12.3,25590,2018
TX,Amarillo,"Cooks, Short Order",**,10.72,22300,2018
TX,Amarillo,Food Preparation Workers,540,10.2,21220,2018
TX,Amarillo,Bartenders,520,12.26,25500,2018
TX,Amarillo,"Combined Food Preparation and Serving Workers, Including Fast Food",3550,9.73,20240,2018
TX,Amarillo,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",140,10.33,21490,2018
TX,Amarillo,Waiters and Waitresses,2390,12.19,25360,2018
TX,Amarillo,"Food Servers, Nonrestaurant",120,10.99,22860,2018
TX,Amarillo,Dining Room and Cafeteria Attendants and Bartender Helpers,270,9.94,20680,2018
TX,Amarillo,Dishwashers,420,9.48,19730,2018
TX,Amarillo,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",350,10.16,21130,2018
TX,Amarillo,Building and Grounds Cleaning and Maintenance Occupations,3980,12.38,25750,2018
TX,Amarillo,First-Line Supervisors of Housekeeping and Janitorial Workers,90,20.77,43190,2018
TX,Amarillo,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",80,24,49920,2018
TX,Amarillo,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2010,12.18,25340,2018
TX,Amarillo,Maids and Housekeeping Cleaners,1030,9.79,20370,2018
TX,Amarillo,Pest Control Workers,50,20.87,43410,2018
TX,Amarillo,Landscaping and Groundskeeping Workers,690,13.44,27950,2018
TX,Amarillo,Personal Care and Service Occupations,3560,11.03,22930,2018
TX,Amarillo,First-Line Supervisors of Personal Service Workers,110,21.04,43760,2018
TX,Amarillo,Nonfarm Animal Caretakers,170,11.39,23690,2018
TX,Amarillo,Amusement and Recreation Attendants,310,9.78,20330,2018
TX,Amarillo,"Morticians, Undertakers, and Funeral Directors",30,*,*,2018
TX,Amarillo,"Hairdressers, Hairstylists, and Cosmetologists",270,10.64,22130,2018
TX,Amarillo,Childcare Workers,440,9.19,19110,2018
TX,Amarillo,Personal Care Aides,1350,9.21,19160,2018
TX,Amarillo,Fitness Trainers and Aerobics Instructors,**,16.13,33550,2018
TX,Amarillo,Recreation Workers,170,12.42,25840,2018
TX,Amarillo,Residential Advisors,190,9.87,20520,2018
TX,Amarillo,Sales and Related Occupations,13230,17.52,36440,2018
TX,Amarillo,First-Line Supervisors of Retail Sales Workers,1220,21.38,44470,2018
TX,Amarillo,First-Line Supervisors of Non-Retail Sales Workers,170,35.88,74630,2018
TX,Amarillo,Cashiers,3230,10.33,21490,2018
TX,Amarillo,Counter and Rental Clerks,350,16.15,33580,2018
TX,Amarillo,Parts Salespersons,350,18.14,37720,2018
TX,Amarillo,Retail Salespersons,4660,13.08,27200,2018
TX,Amarillo,Advertising Sales Agents,40,17.96,37350,2018
TX,Amarillo,Insurance Sales Agents,580,28.1,58450,2018
TX,Amarillo,"Securities, Commodities, and Financial Services Sales Agents",390,43.77,91040,2018
TX,Amarillo,"Sales Representatives, Services, All Other",740,20.92,43510,2018
TX,Amarillo,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",50,*,*,2018
TX,Amarillo,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1180,28.39,59050,2018
TX,Amarillo,Demonstrators and Product Promoters,**,10.51,21860,2018
TX,Amarillo,Real Estate Sales Agents,80,*,*,2018
TX,Amarillo,"Sales and Related Workers, All Other",120,12.28,25540,2018
TX,Amarillo,Office and Administrative Support Occupations,18440,16.53,34390,2018
TX,Amarillo,First-Line Supervisors of Office and Administrative Support Workers,1010,26.3,54710,2018
TX,Amarillo,Bill and Account Collectors,130,15.11,31440,2018
TX,Amarillo,Billing and Posting Clerks,370,18.03,37490,2018
TX,Amarillo,"Bookkeeping, Accounting, and Auditing Clerks",1170,17.61,36630,2018
TX,Amarillo,Payroll and Timekeeping Clerks,50,19.92,41440,2018
TX,Amarillo,Procurement Clerks,60,17.21,35790,2018
TX,Amarillo,Tellers,770,13.43,27940,2018
TX,Amarillo,Customer Service Representatives,2340,14.33,29800,2018
TX,Amarillo,"Eligibility Interviewers, Government Programs",70,16.68,34690,2018
TX,Amarillo,File Clerks,30,12.58,26160,2018
TX,Amarillo,"Hotel, Motel, and Resort Desk Clerks",360,9.75,20280,2018
TX,Amarillo,"Interviewers, Except Eligibility and Loan",80,15.34,31900,2018
TX,Amarillo,"Library Assistants, Clerical",60,10.96,22790,2018
TX,Amarillo,Loan Interviewers and Clerks,170,19.59,40750,2018
TX,Amarillo,New Accounts Clerks,60,15.6,32450,2018
TX,Amarillo,Order Clerks,70,15.13,31460,2018
TX,Amarillo,"Human Resources Assistants, Except Payroll and Timekeeping",80,17.27,35910,2018
TX,Amarillo,Receptionists and Information Clerks,550,12.64,26290,2018
TX,Amarillo,"Information and Record Clerks, All Other",100,18.2,37850,2018
TX,Amarillo,"Police, Fire, and Ambulance Dispatchers",110,17.66,36740,2018
TX,Amarillo,"Dispatchers, Except Police, Fire, and Ambulance",160,19.07,39670,2018
TX,Amarillo,Postal Service Clerks,50,25.65,53340,2018
TX,Amarillo,Postal Service Mail Carriers,270,25.17,52360,2018
TX,Amarillo,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",100,24.32,50600,2018
TX,Amarillo,"Production, Planning, and Expediting Clerks",310,23.29,48440,2018
TX,Amarillo,"Shipping, Receiving, and Traffic Clerks",410,16.54,34390,2018
TX,Amarillo,Stock Clerks and Order Fillers,1990,13.18,27410,2018
TX,Amarillo,Executive Secretaries and Executive Administrative Assistants,170,24.35,50650,2018
TX,Amarillo,Legal Secretaries,230,21.47,44660,2018
TX,Amarillo,Medical Secretaries,1340,14.34,29830,2018
TX,Amarillo,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1720,16.5,34330,2018
TX,Amarillo,Computer Operators,40,20.28,42180,2018
TX,Amarillo,Data Entry Keyers,170,15.76,32780,2018
TX,Amarillo,Insurance Claims and Policy Processing Clerks,**,19.66,40900,2018
TX,Amarillo,"Office Clerks, General",3320,16.68,34690,2018
TX,Amarillo,"Office and Administrative Support Workers, All Other",50,13.72,28550,2018
TX,Amarillo,"Farming, Fishing, and Forestry Occupations",390,14.21,29550,2018
TX,Amarillo,"Graders and Sorters, Agricultural Products",**,11.76,24470,2018
TX,Amarillo,Agricultural Equipment Operators,60,14.58,30330,2018
TX,Amarillo,"Farmworkers, Farm, Ranch, and Aquacultural Animals",**,12.77,26570,2018
TX,Amarillo,Construction and Extraction Occupations,5480,20.53,42710,2018
TX,Amarillo,First-Line Supervisors of Construction Trades and Extraction Workers,530,30.64,63730,2018
TX,Amarillo,Carpenters,240,20.94,43550,2018
TX,Amarillo,Cement Masons and Concrete Finishers,200,18.67,38840,2018
TX,Amarillo,Construction Laborers,670,15.29,31810,2018
TX,Amarillo,Operating Engineers and Other Construction Equipment Operators,310,18.51,38500,2018
TX,Amarillo,Electricians,700,26.86,55880,2018
TX,Amarillo,"Insulation Workers, Floor, Ceiling, and Wall",100,16.4,34110,2018
TX,Amarillo,"Painters, Construction and Maintenance",230,16.39,34090,2018
TX,Amarillo,"Plumbers, Pipefitters, and Steamfitters",550,18.5,38480,2018
TX,Amarillo,Plasterers and Stucco Masons,**,18.73,38950,2018
TX,Amarillo,Roofers,110,16.82,34990,2018
TX,Amarillo,Sheet Metal Workers,120,27.78,57790,2018
TX,Amarillo,Structural Iron and Steel Workers,130,18.93,39380,2018
TX,Amarillo,Helpers--Electricians,220,14.8,30770,2018
TX,Amarillo,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",**,15.53,32310,2018
TX,Amarillo,"Helpers, Construction Trades, All Other",**,15.5,32240,2018
TX,Amarillo,Construction and Building Inspectors,60,22.91,47660,2018
TX,Amarillo,Fence Erectors,**,13.87,28850,2018
TX,Amarillo,Hazardous Materials Removal Workers,190,32.49,67590,2018
TX,Amarillo,Highway Maintenance Workers,140,16.59,34510,2018
TX,Amarillo,"Rotary Drill Operators, Oil and Gas",**,18.84,39190,2018
TX,Amarillo,"Installation, Maintenance, and Repair Occupations",5620,21.82,45390,2018
TX,Amarillo,"First-Line Supervisors of Mechanics, Installers, and Repairers",540,32.66,67930,2018
TX,Amarillo,"Computer, Automated Teller, and Office Machine Repairers",**,17.47,36330,2018
TX,Amarillo,"Telecommunications Equipment Installers and Repairers, Except Line Installers",100,24.08,50080,2018
TX,Amarillo,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",30,20.24,42090,2018
TX,Amarillo,Security and Fire Alarm Systems Installers,110,18.52,38530,2018
TX,Amarillo,Aircraft Mechanics and Service Technicians,80,30.17,62750,2018
TX,Amarillo,Automotive Body and Related Repairers,100,24.87,51720,2018
TX,Amarillo,Automotive Service Technicians and Mechanics,520,23.69,49270,2018
TX,Amarillo,Bus and Truck Mechanics and Diesel Engine Specialists,540,20.34,42310,2018
TX,Amarillo,"Mobile Heavy Equipment Mechanics, Except Engines",210,23.18,48210,2018
TX,Amarillo,Motorcycle Mechanics,50,13.38,27830,2018
TX,Amarillo,Outdoor Power Equipment and Other Small Engine Mechanics,80,15.26,31740,2018
TX,Amarillo,Tire Repairers and Changers,250,13.58,28250,2018
TX,Amarillo,Mechanical Door Repairers,80,16.08,33460,2018
TX,Amarillo,"Control and Valve Installers and Repairers, Except Mechanical Door",80,19.82,41230,2018
TX,Amarillo,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",270,25.09,52180,2018
TX,Amarillo,Industrial Machinery Mechanics,390,24.55,51060,2018
TX,Amarillo,"Maintenance Workers, Machinery",80,20.13,41870,2018
TX,Amarillo,Electrical Power-Line Installers and Repairers,420,20.82,43300,2018
TX,Amarillo,"Maintenance and Repair Workers, General",1020,18.94,39400,2018
TX,Amarillo,"Coin, Vending, and Amusement Machine Servicers and Repairers",70,14.94,31070,2018
TX,Amarillo,"Helpers--Installation, Maintenance, and Repair Workers",80,14.22,29570,2018
TX,Amarillo,"Installation, Maintenance, and Repair Workers, All Other",110,20.54,42730,2018
TX,Amarillo,Production Occupations,8650,20.48,42600,2018
TX,Amarillo,First-Line Supervisors of Production and Operating Workers,580,34.12,70960,2018
TX,Amarillo,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",140,24.62,51200,2018
TX,Amarillo,Structural Metal Fabricators and Fitters,80,17.2,35780,2018
TX,Amarillo,Bakers,180,10.95,22780,2018
TX,Amarillo,Butchers and Meat Cutters,90,12.61,26230,2018
TX,Amarillo,Food Batchmakers,120,17.7,36810,2018
TX,Amarillo,Food Cooking Machine Operators and Tenders,40,15.81,32880,2018
TX,Amarillo,"Food Processing Workers, All Other",90,14.51,30190,2018
TX,Amarillo,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",40,16.68,34690,2018
TX,Amarillo,Machinists,220,25.8,53660,2018
TX,Amarillo,"Welders, Cutters, Solderers, and Brazers",250,19.97,41540,2018
TX,Amarillo,Printing Press Operators,70,17.06,35490,2018
TX,Amarillo,Print Binding and Finishing Workers,40,16.29,33880,2018
TX,Amarillo,Laundry and Dry-Cleaning Workers,320,11.36,23620,2018
TX,Amarillo,"Pressers, Textile, Garment, and Related Materials",**,9.83,20450,2018
TX,Amarillo,Sewing Machine Operators,80,12.17,25300,2018
TX,Amarillo,Cabinetmakers and Bench Carpenters,100,14.56,30290,2018
TX,Amarillo,Water and Wastewater Treatment Plant and System Operators,100,16.97,35300,2018
TX,Amarillo,Chemical Equipment Operators and Tenders,40,23.47,48830,2018
TX,Amarillo,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",50,19.44,40430,2018
TX,Amarillo,"Mixing and Blending Machine Setters, Operators, and Tenders",50,17.73,36890,2018
TX,Amarillo,"Inspectors, Testers, Sorters, Samplers, and Weighers",450,29.8,61990,2018
TX,Amarillo,Dental Laboratory Technicians,70,20.37,42370,2018
TX,Amarillo,Packaging and Filling Machine Operators and Tenders,110,16.26,33810,2018
TX,Amarillo,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",40,18.16,37780,2018
TX,Amarillo,"Painters, Transportation Equipment",**,18.09,37630,2018
TX,Amarillo,"Paper Goods Machine Setters, Operators, and Tenders",80,18.22,37890,2018
TX,Amarillo,"Production Workers, All Other",170,19.51,40570,2018
TX,Amarillo,Transportation and Material Moving Occupations,7350,17.02,35390,2018
TX,Amarillo,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",300,26.16,54420,2018
TX,Amarillo,Commercial Pilots,30,*,*,2018
TX,Amarillo,Driver/Sales Workers,280,12.85,26730,2018
TX,Amarillo,Heavy and Tractor-Trailer Truck Drivers,2110,19,39520,2018
TX,Amarillo,Light Truck or Delivery Services Drivers,920,15.11,31430,2018
TX,Amarillo,Taxi Drivers and Chauffeurs,80,14.03,29190,2018
TX,Amarillo,Automotive and Watercraft Service Attendants,140,12.03,25030,2018
TX,Amarillo,Crane and Tower Operators,50,20.99,43660,2018
TX,Amarillo,Excavating and Loading Machine and Dragline Operators,110,18.68,38850,2018
TX,Amarillo,Industrial Truck and Tractor Operators,430,16.37,34050,2018
TX,Amarillo,Cleaners of Vehicles and Equipment,750,12.15,25270,2018
TX,Amarillo,"Laborers and Freight, Stock, and Material Movers, Hand",1150,15.48,32200,2018
TX,Amarillo,"Packers and Packagers, Hand",430,14.42,29990,2018
TX,Amarillo,"Pump Operators, Except Wellhead Pumpers",40,32.09,66740,2018
TX,Amarillo,Refuse and Recyclable Material Collectors,120,16.69,34720,2018
TX,Austin,All Occupations,1028500,25.87,53810,2018
TX,Austin,Management Occupations,54720,59.04,122810,2018
TX,Austin,Chief Executives,630,108.75,226210,2018
TX,Austin,General and Operations Managers,18440,59.84,124460,2018
TX,Austin,Legislators,110,*,*,2018
TX,Austin,Advertising and Promotions Managers,350,41.2,85700,2018
TX,Austin,Marketing Managers,1740,67.09,139550,2018
TX,Austin,Sales Managers,2700,76.37,158850,2018
TX,Austin,Public Relations and Fundraising Managers,760,62.44,129870,2018
TX,Austin,Administrative Services Managers,3800,52.25,108680,2018
TX,Austin,Computer and Information Systems Managers,3330,74.72,155420,2018
TX,Austin,Financial Managers,3350,69.25,144050,2018
TX,Austin,Industrial Production Managers,690,61.5,127910,2018
TX,Austin,Purchasing Managers,470,64.2,133550,2018
TX,Austin,"Transportation, Storage, and Distribution Managers",770,48.65,101180,2018
TX,Austin,Compensation and Benefits Managers,80,55.89,116240,2018
TX,Austin,Human Resources Managers,760,62.25,129480,2018
TX,Austin,Training and Development Managers,170,56.91,118380,2018
TX,Austin,Construction Managers,2970,47.35,98500,2018
TX,Austin,"Education Administrators, Preschool and Childcare Center/Program",290,24.3,50540,2018
TX,Austin,"Education Administrators, Elementary and Secondary School",1980,*,88680,2018
TX,Austin,"Education Administrators, Postsecondary",**,62.48,129960,2018
TX,Austin,"Education Administrators, All Other",170,49.26,102460,2018
TX,Austin,Architectural and Engineering Managers,**,79.45,165260,2018
TX,Austin,Food Service Managers,1180,31.33,65170,2018
TX,Austin,Lodging Managers,270,26.99,56140,2018
TX,Austin,Medical and Health Services Managers,1960,49.89,103760,2018
TX,Austin,Natural Sciences Managers,330,61.17,127240,2018
TX,Austin,"Property, Real Estate, and Community Association Managers",1350,35.97,74820,2018
TX,Austin,Social and Community Service Managers,690,33.96,70630,2018
TX,Austin,Emergency Management Directors,80,35.08,72970,2018
TX,Austin,"Managers, All Other",1910,55.32,115070,2018
TX,Austin,Business and Financial Operations Occupations,65030,35.61,74070,2018
TX,Austin,"Agents and Business Managers of Artists, Performers, and Athletes",150,28.76,59810,2018
TX,Austin,Buyers and Purchasing Agents,3440,30.25,62910,2018
TX,Austin,"Claims Adjusters, Examiners, and Investigators",2000,28.4,59070,2018
TX,Austin,Compliance Officers,1710,32.81,68240,2018
TX,Austin,Cost Estimators,1650,36.91,76770,2018
TX,Austin,Human Resources Specialists,5560,34.03,70780,2018
TX,Austin,Labor Relations Specialists,280,31.94,66430,2018
TX,Austin,Logisticians,1500,38.93,80970,2018
TX,Austin,Management Analysts,3840,41.87,87100,2018
TX,Austin,"Meeting, Convention, and Event Planners",1140,28.36,58990,2018
TX,Austin,Fundraisers,570,28.34,58940,2018
TX,Austin,"Compensation, Benefits, and Job Analysis Specialists",790,29.39,61130,2018
TX,Austin,Training and Development Specialists,2350,29.38,61110,2018
TX,Austin,Market Research Analysts and Marketing Specialists,5370,39.1,81320,2018
TX,Austin,"Business Operations Specialists, All Other",10700,39.54,82240,2018
TX,Austin,Accountants and Auditors,11560,35.48,73810,2018
TX,Austin,Appraisers and Assessors of Real Estate,290,25.92,53910,2018
TX,Austin,Budget Analysts,620,33.33,69320,2018
TX,Austin,Credit Analysts,690,34.77,72320,2018
TX,Austin,Financial Analysts,2660,43.58,90640,2018
TX,Austin,Personal Financial Advisors,850,49.43,102820,2018
TX,Austin,Insurance Underwriters,860,36.17,75230,2018
TX,Austin,Financial Examiners,680,36.12,75130,2018
TX,Austin,Credit Counselors,160,23.77,49440,2018
TX,Austin,Loan Officers,1200,*,*,2018
TX,Austin,"Tax Examiners and Collectors, and Revenue Agents",2240,21.92,45590,2018
TX,Austin,Tax Preparers,460,21.73,45190,2018
TX,Austin,"Financial Specialists, All Other",**,35.92,74720,2018
TX,Austin,Computer and Mathematical Occupations,61460,44.22,91970,2018
TX,Austin,Computer and Information Research Scientists,550,55.76,115970,2018
TX,Austin,Computer Systems Analysts,9120,43.89,91280,2018
TX,Austin,Information Security Analysts,880,54.34,113040,2018
TX,Austin,Computer Programmers,3160,41.04,85360,2018
TX,Austin,"Software Developers, Applications",13520,51.94,108040,2018
TX,Austin,"Software Developers, Systems Software",7640,53.94,112180,2018
TX,Austin,Web Developers,1670,38.04,79130,2018
TX,Austin,Database Administrators,1770,*,*,2018
TX,Austin,Network and Computer Systems Administrators,5070,43.85,91200,2018
TX,Austin,Computer Network Architects,1980,59.23,123200,2018
TX,Austin,Computer User Support Specialists,8030,24.54,51040,2018
TX,Austin,Computer Network Support Specialists,2310,31,64490,2018
TX,Austin,"Computer Occupations, All Other",3950,41.27,85830,2018
TX,Austin,Actuaries,250,45.74,95140,2018
TX,Austin,Operations Research Analysts,1180,37.07,77100,2018
TX,Austin,Statisticians,270,40.95,85170,2018
TX,Austin,Architecture and Engineering Occupations,27080,44.61,92780,2018
TX,Austin,"Architects, Except Landscape and Naval",1180,48.31,100490,2018
TX,Austin,Landscape Architects,**,36.22,75330,2018
TX,Austin,Cartographers and Photogrammetrists,90,29.55,61470,2018
TX,Austin,Surveyors,380,30.18,62770,2018
TX,Austin,Aerospace Engineers,**,56.08,116650,2018
TX,Austin,Biomedical Engineers,110,46.02,95720,2018
TX,Austin,Chemical Engineers,390,*,*,2018
TX,Austin,Civil Engineers,3680,46.89,97530,2018
TX,Austin,Computer Hardware Engineers,400,64.33,133800,2018
TX,Austin,Electrical Engineers,2500,54.42,113200,2018
TX,Austin,"Electronics Engineers, Except Computer",3030,61.33,127570,2018
TX,Austin,Environmental Engineers,420,36.02,74920,2018
TX,Austin,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",180,49.79,103560,2018
TX,Austin,Industrial Engineers,1900,48.83,101570,2018
TX,Austin,Materials Engineers,**,47.59,98980,2018
TX,Austin,Mechanical Engineers,2130,44.77,93130,2018
TX,Austin,Petroleum Engineers,350,79.23,164790,2018
TX,Austin,"Engineers, All Other",1400,55.02,114430,2018
TX,Austin,Architectural and Civil Drafters,1240,27.91,58040,2018
TX,Austin,Electrical and Electronics Drafters,330,31.56,65640,2018
TX,Austin,Mechanical Drafters,250,27.55,57310,2018
TX,Austin,"Drafters, All Other",80,25.27,52570,2018
TX,Austin,Aerospace Engineering and Operations Technicians,60,28.59,59470,2018
TX,Austin,Civil Engineering Technicians,1020,26.32,54750,2018
TX,Austin,Electrical and Electronics Engineering Technicians,3080,32.4,67380,2018
TX,Austin,Electro-Mechanical Technicians,40,28.85,60010,2018
TX,Austin,Environmental Engineering Technicians,**,21.68,45080,2018
TX,Austin,Industrial Engineering Technicians,110,27.09,56340,2018
TX,Austin,Mechanical Engineering Technicians,350,31.59,65700,2018
TX,Austin,"Engineering Technicians, Except Drafters, All Other",540,26.14,54380,2018
TX,Austin,Surveying and Mapping Technicians,780,19.89,41370,2018
TX,Austin,"Life, Physical, and Social Science Occupations",8990,33.16,68980,2018
TX,Austin,Food Scientists and Technologists,**,34.62,72010,2018
TX,Austin,Biochemists and Biophysicists,260,*,*,2018
TX,Austin,Microbiologists,310,22.94,47710,2018
TX,Austin,Zoologists and Wildlife Biologists,**,29.81,62010,2018
TX,Austin,"Biological Scientists, All Other",**,35.77,74410,2018
TX,Austin,Conservation Scientists,420,28.04,58330,2018
TX,Austin,Epidemiologists,120,51.36,106830,2018
TX,Austin,"Medical Scientists, Except Epidemiologists",560,40.38,84000,2018
TX,Austin,"Life Scientists, All Other",**,57.88,120400,2018
TX,Austin,Physicists,250,43.14,89740,2018
TX,Austin,Chemists,530,31,64480,2018
TX,Austin,Materials Scientists,290,68.21,141870,2018
TX,Austin,"Environmental Scientists and Specialists, Including Health",690,36.75,76440,2018
TX,Austin,"Geoscientists, Except Hydrologists and Geographers",240,44.91,93400,2018
TX,Austin,Hydrologists,120,27.78,57780,2018
TX,Austin,"Physical Scientists, All Other",160,38.46,79990,2018
TX,Austin,Economists,190,45.63,94910,2018
TX,Austin,"Clinical, Counseling, and School Psychologists",710,30.76,63980,2018
TX,Austin,"Psychologists, All Other",40,43.2,89850,2018
TX,Austin,Urban and Regional Planners,520,30.08,62570,2018
TX,Austin,Anthropologists and Archeologists,100,31.58,65680,2018
TX,Austin,Geographers,80,31.51,65550,2018
TX,Austin,"Social Scientists and Related Workers, All Other",160,38.53,80140,2018
TX,Austin,Biological Technicians,270,19.23,40010,2018
TX,Austin,Chemical Technicians,400,22.99,47820,2018
TX,Austin,Geological and Petroleum Technicians,140,30.47,63380,2018
TX,Austin,Social Science Research Assistants,370,22.4,46580,2018
TX,Austin,"Environmental Science and Protection Technicians, Including Health",200,21.5,44720,2018
TX,Austin,Forensic Science Technicians,230,23.86,49630,2018
TX,Austin,Forest and Conservation Technicians,40,22.84,47510,2018
TX,Austin,"Life, Physical, and Social Science Technicians, All Other",500,27.39,56970,2018
TX,Austin,Community and Social Service Occupations,11740,22.96,47760,2018
TX,Austin,"Educational, Guidance, School, and Vocational Counselors",2220,28.13,58520,2018
TX,Austin,Rehabilitation Counselors,340,24.3,50550,2018
TX,Austin,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",1490,22.31,46410,2018
TX,Austin,"Counselors, All Other",410,21.25,44200,2018
TX,Austin,"Child, Family, and School Social Workers",1500,25.2,52410,2018
TX,Austin,Healthcare Social Workers,590,27.55,57300,2018
TX,Austin,Mental Health and Substance Abuse Social Workers,670,18.81,39120,2018
TX,Austin,"Social Workers, All Other",140,29.16,60660,2018
TX,Austin,Health Educators,130,28.58,59450,2018
TX,Austin,Probation Officers and Correctional Treatment Specialists,920,22.92,47670,2018
TX,Austin,Social and Human Service Assistants,2150,17.04,35440,2018
TX,Austin,Community Health Workers,350,21.37,44450,2018
TX,Austin,"Community and Social Service Specialists, All Other",370,18.68,38860,2018
TX,Austin,Clergy,240,22.25,46280,2018
TX,Austin,"Directors, Religious Activities and Education",50,28.98,60270,2018
TX,Austin,Legal Occupations,10840,46.85,97440,2018
TX,Austin,Lawyers,5880,60.63,126120,2018
TX,Austin,Judicial Law Clerks,**,24.64,51250,2018
TX,Austin,"Arbitrators, Mediators, and Conciliators",100,25.17,52350,2018
TX,Austin,"Judges, Magistrate Judges, and Magistrates",280,60.32,125470,2018
TX,Austin,Paralegals and Legal Assistants,3640,24.93,51840,2018
TX,Austin,Court Reporters,60,36.58,76090,2018
TX,Austin,"Title Examiners, Abstractors, and Searchers",200,22.47,46730,2018
TX,Austin,"Legal Support Workers, All Other",240,38.73,80560,2018
TX,Austin,"Education, Training, and Library Occupations",59260,26.48,55080,2018
TX,Austin,"Business Teachers, Postsecondary",580,*,135600,2018
TX,Austin,"Computer Science Teachers, Postsecondary",360,*,118940,2018
TX,Austin,"Mathematical Science Teachers, Postsecondary",400,*,92740,2018
TX,Austin,"Engineering Teachers, Postsecondary",530,*,137340,2018
TX,Austin,"Biological Science Teachers, Postsecondary",380,*,111440,2018
TX,Austin,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",110,*,137890,2018
TX,Austin,"Chemistry Teachers, Postsecondary",130,*,107300,2018
TX,Austin,"Physics Teachers, Postsecondary",170,*,106790,2018
TX,Austin,"Anthropology and Archeology Teachers, Postsecondary",80,*,101690,2018
TX,Austin,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",130,*,80730,2018
TX,Austin,"Economics Teachers, Postsecondary",80,*,142410,2018
TX,Austin,"Geography Teachers, Postsecondary",80,*,98110,2018
TX,Austin,"Political Science Teachers, Postsecondary",300,*,102330,2018
TX,Austin,"Psychology Teachers, Postsecondary",240,*,103010,2018
TX,Austin,"Sociology Teachers, Postsecondary",120,*,102040,2018
TX,Austin,"Health Specialties Teachers, Postsecondary",440,*,85980,2018
TX,Austin,"Nursing Instructors and Teachers, Postsecondary",340,*,79440,2018
TX,Austin,"Education Teachers, Postsecondary",350,*,84880,2018
TX,Austin,"Criminal Justice and Law Enforcement Teachers, Postsecondary",50,*,104230,2018
TX,Austin,"Social Work Teachers, Postsecondary",130,*,77650,2018
TX,Austin,"Art, Drama, and Music Teachers, Postsecondary",660,*,81590,2018
TX,Austin,"Communications Teachers, Postsecondary",330,*,85390,2018
TX,Austin,"English Language and Literature Teachers, Postsecondary",370,*,83340,2018
TX,Austin,"Foreign Language and Literature Teachers, Postsecondary",260,*,77520,2018
TX,Austin,"History Teachers, Postsecondary",170,*,103810,2018
TX,Austin,"Philosophy and Religion Teachers, Postsecondary",140,*,85290,2018
TX,Austin,"Recreation and Fitness Studies Teachers, Postsecondary",120,*,77540,2018
TX,Austin,"Vocational Education Teachers, Postsecondary",740,30.05,62510,2018
TX,Austin,"Postsecondary Teachers, All Other",260,*,70540,2018
TX,Austin,"Preschool Teachers, Except Special Education",3470,16.55,34420,2018
TX,Austin,"Kindergarten Teachers, Except Special Education",1170,*,56820,2018
TX,Austin,"Elementary School Teachers, Except Special Education",9370,*,58920,2018
TX,Austin,"Middle School Teachers, Except Special and Career/Technical Education",4810,*,57010,2018
TX,Austin,"Career/Technical Education Teachers, Middle School",110,*,69110,2018
TX,Austin,"Secondary School Teachers, Except Special and Career/Technical Education",7330,*,57930,2018
TX,Austin,"Career/Technical Education Teachers, Secondary School",950,*,66640,2018
TX,Austin,"Special Education Teachers, Preschool",100,*,38180,2018
TX,Austin,"Special Education Teachers, Kindergarten and Elementary School",1110,*,61230,2018
TX,Austin,"Special Education Teachers, Middle School",660,*,59230,2018
TX,Austin,"Special Education Teachers, Secondary School",1090,*,57270,2018
TX,Austin,"Special Education Teachers, All Other",340,*,52540,2018
TX,Austin,Adult Basic and Secondary Education and Literacy Teachers and Instructors,**,24.68,51340,2018
TX,Austin,Self-Enrichment Education Teachers,1960,20.61,42860,2018
TX,Austin,"Teachers and Instructors, All Other, Except Substitute Teachers",2540,*,41100,2018
TX,Austin,Substitute Teachers,5800,13.43,27940,2018
TX,Austin,Archivists,60,27.52,57230,2018
TX,Austin,Curators,50,33.9,70510,2018
TX,Austin,Museum Technicians and Conservators,50,22.77,47360,2018
TX,Austin,Librarians,920,31.49,65500,2018
TX,Austin,Library Technicians,300,17.52,36440,2018
TX,Austin,Audio-Visual and Multimedia Collections Specialists,**,30.16,62730,2018
TX,Austin,Instructional Coordinators,1360,31.54,65610,2018
